1.764010000000000022e-01,6.215950000000000086e-01,0.000000000000000000e+00
1.666710000000000136e-01,6.090440000000000298e-01,0.000000000000000000e+00
1.630729999999999957e-01,6.071609999999999507e-01,0.000000000000000000e+00
1.680030000000000134e-01,6.028649999999999842e-01,0.000000000000000000e+00
1.471310000000000118e-01,5.902589999999999781e-01,0.000000000000000000e+00
1.814489999999999992e-01,5.837059999999999471e-01,0.000000000000000000e+00
1.667589999999999906e-01,5.856879999999999864e-01,0.000000000000000000e+00
1.567419999999999924e-01,5.695679999999999632e-01,0.000000000000000000e+00
1.613650000000000084e-01,5.459279999999999688e-01,0.000000000000000000e+00
1.677740000000000065e-01,5.583569999999999922e-01,0.000000000000000000e+00
1.515390000000000070e-01,5.483700000000000241e-01,0.000000000000000000e+00
1.800950000000000051e-01,5.314619999999999900e-01,0.000000000000000000e+00
1.771409999999999929e-01,5.459209999999999896e-01,0.000000000000000000e+00
1.823639999999999983e-01,5.349880000000000191e-01,0.000000000000000000e+00
1.784389999999999865e-01,5.223229999999999817e-01,0.000000000000000000e+00
1.769050000000000067e-01,5.223240000000000105e-01,0.000000000000000000e+00
1.765889999999999960e-01,5.186269999999999492e-01,0.000000000000000000e+00
1.922460000000000002e-01,5.120999999999999996e-01,0.000000000000000000e+00
2.022720000000000073e-01,4.816520000000000246e-01,0.000000000000000000e+00
1.904569999999999874e-01,5.011879999999999669e-01,0.000000000000000000e+00
2.123599999999999932e-01,4.864609999999999768e-01,0.000000000000000000e+00
1.989239999999999897e-01,4.716369999999999729e-01,0.000000000000000000e+00
2.266489999999999894e-01,4.691020000000000190e-01,0.000000000000000000e+00
2.003830000000000056e-01,4.698330000000000006e-01,0.000000000000000000e+00
2.159330000000000138e-01,4.783140000000000169e-01,0.000000000000000000e+00
2.211859999999999937e-01,4.649420000000000219e-01,0.000000000000000000e+00
2.310419999999999974e-01,4.635810000000000208e-01,0.000000000000000000e+00
2.441840000000000122e-01,4.440279999999999783e-01,0.000000000000000000e+00
